tecnologia,cultura,solo,regiao,uf,escala,Cluster
irrigacao,?,?,CO,GO,grande,cluster5
'plantio direto',?,latossolo,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
'manejo do ambiente',?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
adubacao,arroz,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
secagem,arroz,?,CO,GO,grande,cluster5
manejo,?,latossolo,CO,GO,grande,cluster5
irrigacao,?,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
manejo,?,organossolo,CO,DF,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
manejo,?,?,CO,MS,grande,cluster5
'plantio direto',soja,?,CO,MS,grande,cluster5
'plantio direto',?,latossolo,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
'plantio direto',soja,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
'sistema convencional',arroz,?,CO,GO,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
'agricultura de precisao',?,?,CO,MT,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
'plantio direto',milho,latossolo,CO,MT,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,DF,grande,cluster5
adubacao,mandioca,?,CO,GO,grande,cluster5
'agricultura de precisao',?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
irrigacao,arroz,?,CO,MS,grande,cluster5
adubacao,?,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
'pivo central',?,?,CO,GO,grande,cluster5
adubacao,?,?,CO,DF,grande,cluster5
'manejo do ambiente',?,?,CO,MS,grande,cluster5
adubacao,mandioca,?,CO,GO,grande,cluster5
manejo,soja,?,CO,MS,grande,cluster5
'sistema convencional',arroz,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,trigo,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
manejo,?,latossolo,CO,GO,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
'plantio direto',?,?,CO,MT,grande,cluster5
manejo,?,latossolo,CO,MT,grande,cluster5
manejo,?,?,CO,MT,grande,cluster5
manejo,arroz,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
manejo,?,latossolo,CO,GO,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,arroz,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,banana,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
hibridacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,DF,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MT,grande,cluster5
irrigacao,?,?,CO,MS,grande,cluster5
irrigacao,?,?,CO,GO,grande,cluster5
'manejo de poda',uva,?,N,TO,pequena,cluster6
agrotoxico,uva,?,NE,MA,pequena,cluster6
agrotoxico,uva,?,NE,PE,pequena,cluster6
agrotoxico,uva,?,NE,MA,pequena,cluster6
agrotoxico,manga,?,N,PA,pequena,cluster6
agrotoxico,uva,?,SE,MG,pequena,cluster6
agrotoxico,uva,?,N,PA,pequena,cluster6
agrotoxico,manga,?,SE,SP,pequena,cluster6
'manejo fitotecnico',nogueira,?,NE,BA,pequena,cluster6
agrotoxico,uva,?,SE,SP,pequena,cluster6
agrotoxico,manga,?,NE,MA,pequena,cluster6
agrotoxico,manga,?,N,PA,pequena,cluster6
agrotoxico,uva,?,N,TO,pequena,cluster6
'manejo do solo',nogueira,argissolo,NE,AL,media,cluster6
agrotoxico,uva,?,NE,PE,media,cluster6
agrotoxico,uva,?,NE,MA,media,cluster6
agrotoxico,uva,?,SE,MG,media,cluster6
agrotoxico,uva,?,SE,SP,media,cluster6
agrotoxico,uva,?,N,TO,media,cluster6
agrotoxico,uva,?,N,PA,media,cluster6
agrotoxico,uva,?,N,PA,grande,cluster6
agrotoxico,uva,?,NE,PE,grande,cluster6
agrotoxico,uva,?,SE,SP,grande,cluster6
agrotoxico,uva,?,SE,SP,grande,cluster6
agrotoxico,uva,?,N,TO,grande,cluster6
agrotoxico,uva,?,N,TO,grande,cluster6
irrigacao,mandioca,?,S,RS,pequena,cluster7
manejo,?,latossolo,S,RS,pequena,cluster7
?,?,vertissolo,S,RS,pequena,cluster7
'plantio direto',?,latossolo,S,RS,pequena,cluster7
?,soja,?,S,RS,pequena,cluster7
manejo,erva-mate,?,S,PR,pequena,cluster7
manejo,maca,?,S,RS,pequena,cluster7
adubacao,?,?,S,RS,pequena,cluster7
'plantio direto',?,latossolo,S,RS,pequena,cluster7
irrigacao,?,?,S,RS,pequena,cluster7
'adubacao organica',?,?,S,RS,pequena,cluster7
adubacao,banana,?,S,PR,pequena,cluster7
irrigacao,arroz,?,S,RS,pequena,cluster7
adubacao,?,latossolo,S,RS,pequena,cluster7
fertilizante,?,?,S,RS,pequena,cluster7
manejo,?,?,S,RS,pequena,cluster7
adubacao,arroz,?,S,RS,pequena,cluster7
adubacao,arroz,?,S,RS,pequena,cluster7
'agricultura de precisao',maca,?,S,RS,pequena,cluster7
adubacao,?,?,S,SC,pequena,cluster7
irrigacao,arroz,?,S,RS,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
irrigacao,mandioca,?,S,SC,pequena,cluster7
'plantio direto',?,latossolo,S,RS,pequena,cluster7
irrigacao,mandioca,?,S,RS,pequena,cluster7
npk,?,?,S,RS,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
irrigacao,arroz,?,S,RS,pequena,cluster7
?,goiaba,?,S,RS,pequena,cluster7
?,soja,latossolo,S,RS,pequena,cluster7
irrigacao,milho,?,S,RS,pequena,cluster7
secagem,milho,?,S,PR,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
adubacao,?,?,S,RS,pequena,cluster7
adubacao,?,?,S,SC,pequena,cluster7
?,'batata doce',?,S,SC,pequena,cluster7
irrigacao,cana-de-acucar,?,S,PR,pequena,cluster7
?,soja,latossolo,S,RS,pequena,cluster7
irrigacao,?,?,S,RS,pequena,cluster7
adubacao,trigo,?,S,SC,pequena,cluster7
manejo,soja,?,S,PR,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
manejo,soja,?,S,SC,pequena,cluster7
irrigacao,tomate,?,S,SC,pequena,cluster7
manejo,?,?,S,SC,pequena,cluster7
irrigacao,?,?,S,RS,pequena,cluster7
irrigacao,pessego,?,S,RS,pequena,cluster7
adubacao,feijao,?,S,PR,pequena,cluster7
?,trigo,?,S,RS,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
irrigacao,?,?,S,SC,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
'irrigacao suplementar',laranja,?,S,PR,pequena,cluster7
'adubacao organica',?,?,S,RS,pequena,cluster7
irrigacao,mandioca,?,S,SC,pequena,cluster7
'agricultura de precisao',soja,?,S,PR,pequena,cluster7
adubacao,?,?,S,RS,pequena,cluster7
adubacao,?,latossolo,S,RS,pequena,cluster7
adubacao,?,?,S,RS,pequena,cluster7
irrigacao,banana,?,S,SC,pequena,cluster7
adubacao,?,?,S,SC,pequena,cluster7
manejo,soja,?,S,PR,pequena,cluster7
manejo,?,latossolo,S,RS,pequena,cluster7
?,arroz,?,S,RS,pequena,cluster7
'agricultura de precisao',soja,?,S,PR,pequena,cluster7
'plantio direto',soja,?,S,PR,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
irrigacao,mandioca,?,S,RS,pequena,cluster7
manejo,erva-mate,?,S,PR,pequena,cluster7
manejo,maca,?,S,RS,pequena,cluster7
?,soja,?,S,SC,pequena,cluster7
manejo,?,?,S,RS,pequena,cluster7
irrigacao,laranja,?,S,PR,pequena,cluster7
manejo,milho,?,S,PR,pequena,cluster7
'plantio direto',soja,?,S,PR,pequena,cluster7
adubacao,?,?,S,RS,pequena,cluster7
'irrigacao suplementar',laranja,?,S,PR,pequena,cluster7
?,soja,?,S,RS,pequena,cluster7
manejo,soja,?,S,PR,pequena,cluster7
irrigacao,mandioca,?,S,SC,pequena,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,tomate,?,S,SC,media,cluster7
irrigacao,tomate,?,S,SC,media,cluster7
irrigacao,tomate,?,S,SC,media,cluster7
manejo,melao,?,S,SC,media,cluster7
'manejo da cultura',melao,?,S,RS,media,cluster7
'manejo da cultura',melao,?,S,SC,media,cluster7
irrigacao,banana,?,S,SC,media,cluster7
irrigacao,banana,?,S,SC,media,cluster7
irrigacao,banana,?,S,SC,media,cluster7
agrotoxico,arroz,?,S,RS,media,cluster7
manejo,arroz,?,S,RS,media,cluster7
adubacao,arroz,?,S,RS,media,cluster7
adubacao,arroz,?,S,RS,media,cluster7
irrigacao,maca,?,S,RS,media,cluster7
irrigacao,maca,?,S,RS,media,cluster7
irrigacao,maca,?,S,RS,media,cluster7
manejo,?,?,S,SC,media,cluster7
irrigacao,maca,?,S,RS,media,cluster7
irrigacao,maca,?,S,RS,media,cluster7
irrigacao,maca,?,S,RS,media,cluster7
irrigacao,uva,?,S,RS,media,cluster7
irrigacao,uva,?,S,RS,media,cluster7
irrigacao,uva,?,S,RS,media,cluster7
irrigacao,uva,?,S,RS,media,cluster7
irrigacao,soja,?,S,RS,media,cluster7
irrigacao,soja,?,S,RS,media,cluster7
irrigacao,soja,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
manejo,?,?,S,RS,media,cluster7
'manejo de irrigacao',?,?,S,RS,media,cluster7
'manejo de irrigacao',?,?,S,RS,media,cluster7
'manejo de irrigacao',?,?,S,RS,media,cluster7
'manejo de irrigacao',?,?,S,RS,media,cluster7
manejo,?,?,S,PR,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
irrigacao,?,?,S,SC,media,cluster7
manejo,?,?,S,SC,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
adubacao,arroz,?,S,RS,media,cluster7
adubacao,arroz,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,?,?,S,RS,media,cluster7
irrigacao,banana,?,S,SC,media,cluster7
irrigacao,banana,?,S,SC,media,cluster7
irrigacao,banana,?,S,SC,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
agroecossistema,?,?,S,RS,media,cluster7
agroecossistema,?,?,S,RS,media,cluster7
manejo,?,?,S,SC,media,cluster7
biofertilizante,?,?,S,RS,media,cluster7
biofertilizante,?,?,S,RS,media,cluster7
biofertilizante,?,?,S,RS,media,cluster7
biofertilizante,?,?,S,SC,media,cluster7
biofertilizante,?,?,S,SC,media,cluster7
biofertilizante,?,?,S,SC,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
irrigacao,pessego,?,S,RS,media,cluster7
irrigacao,pessego,?,S,RS,media,cluster7
irrigacao,pessego,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,arroz,?,S,RS,media,cluster7
adubacao,arroz,?,S,RS,media,cluster7
adubacao,arroz,?,S,RS,media,cluster7
'manejo da cultura',arroz,?,S,RS,media,cluster7
'plantio direto',?,?,S,RS,media,cluster7
'plantio direto',?,?,S,RS,media,cluster7
manejo,?,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,arroz,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,pessego,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
'manejo da cultura',?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
irrigacao,?,?,S,RS,media,cluster7
manejo,?,?,S,RS,media,cluster7
manejo,?,?,S,RS,media,cluster7
manejo,?,?,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,?,latossolo,S,RS,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
irrigacao,?,?,S,PR,media,cluster7
manejo,?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
'manejo de irrigacao',?,?,S,PR,media,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
manejo,?,?,S,SC,grande,cluster7
manejo,pessego,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,uva,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
manejo,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,uva,?,S,RS,grande,cluster7
manejo,melao,?,S,SC,grande,cluster7
biofertilizante,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,pessego,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
biofertilizante,?,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,RS,grande,cluster7
irrigacao,uva,?,S,RS,grande,cluster7
irrigacao,soja,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,PR,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,PR,grande,cluster7
irrigacao,uva,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
'manejo da cultura',arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,tomate,?,S,SC,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
'manejo da cultura',melao,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
manejo,arroz,?,S,RS,grande,cluster7
manejo,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
'manejo de irrigacao',?,?,S,PR,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
manejo,pessego,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
manejo,?,?,S,RS,grande,cluster7
manejo,?,latossolo,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,tomate,?,S,SC,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,RS,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
'manejo da cultura',melao,?,S,RS,grande,cluster7
'manejo da cultura',?,?,S,RS,grande,cluster7
irrigacao,pessego,?,S,RS,grande,cluster7
irrigacao,pessego,?,S,RS,grande,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,PR,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,pessego,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,tomate,?,S,SC,grande,cluster7
irrigacao,soja,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,soja,?,S,RS,grande,cluster7
irrigacao,uva,?,S,RS,grande,cluster7
agroecossistema,?,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
'manejo da cultura',melao,?,S,SC,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
manejo,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
manejo,?,?,S,PR,grande,cluster7
biofertilizante,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
agrotoxico,arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
'manejo de irrigacao',?,?,S,PR,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
manejo,arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
agroecossistema,?,?,S,RS,grande,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
biofertilizante,?,?,S,RS,grande,cluster7
irrigacao,pessego,?,S,RS,grande,cluster7
manejo,?,?,S,SC,grande,cluster7
irrigacao,arroz,?,S,RS,grande,cluster7
irrigacao,soja,?,S,RS,grande,cluster7
manejo,?,?,S,PR,grande,cluster7
'manejo da cultura',melao,?,S,SC,grande,cluster7
irrigacao,maca,?,S,RS,grande,cluster7
agrotoxico,arroz,?,S,RS,grande,cluster7
manejo,?,?,S,RS,grande,cluster7
biofertilizante,?,?,S,SC,grande,cluster7
biofertilizante,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
manejo,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
manejo,?,?,S,PR,grande,cluster7
irrigacao,?,?,S,PR,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
manejo,arroz,?,S,RS,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
irrigacao,pessego,?,S,RS,grande,cluster7
irrigacao,banana,?,S,SC,grande,cluster7
manejo,?,?,S,RS,grande,cluster7
irrigacao,uva,?,S,RS,grande,cluster7
adubacao,arroz,?,S,RS,grande,cluster7
agroecossistema,?,?,S,RS,grande,cluster7
biofertilizante,?,?,S,RS,grande,cluster7
irrigacao,?,?,S,SC,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
'manejo de irrigacao',?,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
'plantio direto',?,?,S,RS,grande,cluster7
irrigacao,?,?,S,RS,grande,cluster7
'manejo dos recursos hidricos',?,?,SE,MG,pequena,cluster8
'manejo dos recursos hidricos',?,?,SE,MG,pequena,cluster8
'manejo dos recursos hidricos',?,?,SE,SP,pequena,cluster8
'manejo dos recursos hidricos',?,?,NE,PE,pequena,cluster8
'manejo dos recursos hidricos',?,?,SE,SP,pequena,cluster8
'manejo dos recursos hidricos',?,?,NE,PB,pequena,cluster8
'manejo dos recursos hidricos',?,?,NE,PE,pequena,cluster8
geoprocessamento,?,?,SE,ES,media,cluster8
geoprocessamento,?,?,SE,MG,media,cluster8
geoprocessamento,?,?,SE,SP,media,cluster8
genotipo,trigo,?,SE,SP,media,cluster8
'manejo dos recursos hidricos',?,?,N,PA,media,cluster8
geoprocessamento,?,?,S,PR,media,cluster8
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster8
geoprocessamento,?,?,SE,SP,grande,cluster8
geoprocessamento,?,?,SE,ES,grande,cluster8
'manejo dos recursos hidricos',?,?,N,PA,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster8
geoprocessamento,?,?,S,PR,grande,cluster8
geoprocessamento,?,?,SE,ES,grande,cluster8
geoprocessamento,?,?,SE,SP,grande,cluster8
geoprocessamento,?,?,SE,SP,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,MG,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster8
'manejo dos recursos hidricos',?,?,SE,RJ,grande,cluster8
irrigacao,mamona,latossolo,NE,BA,pequena,cluster9
adubacao,cacau,?,NE,CE,pequena,cluster9
irrigacao,mamona,latossolo,NE,BA,pequena,cluster9
adubacao,milho,?,NE,MA,pequena,cluster9
adubacao,cenoura,?,NE,CE,pequena,cluster9
'irrigacao por aspersao',cebola,?,NE,PE,pequena,cluster9
'melhoramento genetico',feijao,?,NE,MA,pequena,cluster9
adubacao,mamona,latossolo,SE,MG,pequena,cluster9
adubacao,mamona,?,NE,SE,pequena,cluster9
adubacao,soja,?,NE,BA,pequena,cluster9
adubacao,milho,?,NE,CE,pequena,cluster9
irrigacao,cacau,?,NE,CE,pequena,cluster9
genotipo,cebola,?,S,PR,pequena,cluster9
'irrigacao por aspersao',cebola,?,NE,PE,pequena,cluster9
?,amendoim,?,NE,BA,pequena,cluster9
'irrigacao por aspersao',cebola,?,NE,MA,pequena,cluster9
'manejo ecologico',milho,?,NE,MA,pequena,cluster9
adubacao,amendoim,?,NE,PB,pequena,cluster9
irrigacao,mamona,?,NE,PE,pequena,cluster9
genotipo,feijao,?,NE,BA,pequena,cluster9
'melhoramento genetico',feijao,?,NE,MA,pequena,cluster9
adubacao,mandioca,?,NE,BA,pequena,cluster9
genotipo,feijao,?,NE,BA,pequena,cluster9
'manejo do solo',soja,?,NE,BA,pequena,cluster9
