tecnologia,tecnologiaClasse,cultura,culturaClasse,solo,regiao,uf,escala
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,SE,RJ,grande
manejo,solo,arroz,'base alimentar e commodities',?,S,RS,grande
adubacao,solo,uva,frutiferas,?,NE,BA,grande
manejo,solo,?,?,?,S,RS,grande
irrigacao,'engenharia agricola',?,?,?,SE,ES,grande
'irrigacao por gotejamento','engenharia agricola',?,?,?,CO,GO,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,S,SC,grande
fertilizante,solo,soja,'base alimentar e commodities',latossolo,N,PA,grande
irrigacao,planta,?,?,?,SE,MG,grande
'irrigacao por microaspersao','engenharia agricola',banana,frutiferas,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,BA,grande
adubacao,planta,?,?,?,NE,PE,grande
'manejo organico',solo,beterraba,olericulturas,?,NE,CE,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,grande
irrigacao,'engenharia agricola',?,?,?,CO,MT,grande
'manejo dos recursos hidricos',geotecnologias,?,?,?,SE,RJ,grande
manejo,solo,?,?,latossolo,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
manejo,solo,soja,'base alimentar e commodities',?,CO,MS,grande
'manejo de irrigacao',solo,?,?,?,S,PR,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,planta,?,?,latossolo,NE,BA,grande
adubacao,solo,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,SE,RJ,grande
biofertilizante,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
manejo,solo,pessego,frutiferas,?,S,RS,grande
irrigacao,planta,?,?,?,NE,PB,grande
manejo,solo,arroz,'base alimentar e commodities',?,N,RR,grande
adubacao,planta,mandioca,'base alimentar e commodities',?,SE,MG,grande
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,grande
irrigacao,planta,?,?,?,NE,PB,grande
'manejo ecologico','sistemas de producao',?,?,?,CO,DF,grande
manejo,solo,?,?,?,S,RS,grande
irrigacao,solo,uva,frutiferas,?,NE,PE,grande
manejo,solo,mandioca,'base alimentar e commodities',?,N,AC,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,RN,grande
irrigacao,planta,?,?,neossolo,NE,PI,grande
manejo,solo,?,?,latossolo,S,RS,grande
irrigacao,planta,?,?,?,SE,SP,grande
irrigacao,'engenharia agricola',abacaxi,frutiferas,latossolo,NE,BA,grande
irrigacao,planta,?,?,?,CO,MT,grande
irrigacao,'engenharia agricola',?,?,?,S,RS,grande
'manejo de agua','engenharia agricola',?,?,?,N,PA,grande
manejo,solo,?,?,?,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
manejo,solo,batata,'base alimentar e commodities',latossolo,CO,MT,grande
'manejo dos recursos hidricos',geotecnologias,?,?,?,SE,RJ,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
biofertilizante,solo,?,?,?,N,PA,grande
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,SE,MG,grande
adubacao,planta,soja,'base alimentar e commodities',latossolo,N,PA,grande
manejo,solo,?,?,?,CO,MT,grande
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,NE,MA,grande
'manejo dos recursos hidricos','engenharia agricola',?,?,?,SE,RJ,grande
manejo,solo,abacaxi,frutiferas,?,N,AC,grande
irrigacao,planta,?,?,?,S,SC,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
'irrigacao suplementar',agrometeorologia,milho,'base alimentar e commodities',?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,N,PA,grande
adubacao,solo,cenoura,olericulturas,?,NE,CE,grande
irrigacao,solo,trigo,'base alimentar e commodities',latossolo,SE,MG,grande
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,grande
hibridacao,'melhoramento genetico',?,?,?,NE,BA,grande
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,grande
irrigacao,'engenharia agricola',?,?,?,SE,SP,grande
irrigacao,planta,?,?,?,SE,ES,grande
irrigacao,planta,?,?,?,SE,RJ,grande
'manejo organico',solo,maca,frutiferas,?,NE,PE,grande
irrigacao,solo,?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,grande
irrigacao,planta,tomate,olericulturas,?,S,SC,grande
manejo,solo,?,?,?,SE,MG,grande
'manejo dos recursos hidricos',geotecnologias,?,?,?,SE,RJ,grande
manejo,solo,?,?,?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,planta,trigo,'base alimentar e commodities',?,CO,DF,grande
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,grande
irrigacao,'engenharia agricola',?,?,?,CO,DF,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
'plantio direto','sistemas de producao',soja,'base alimentar e commodities',?,CO,MS,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,S,RS,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,CO,MT,grande
manejo,solo,melao,frutiferas,?,N,PA,grande
irrigacao,solo,?,?,?,CO,MS,grande
'manejo de agua','engenharia agricola',uva,frutiferas,?,NE,MA,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PE,grande
'plantio direto','sistemas de producao',?,?,latossolo,NE,PI,grande
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,grande
manejo,solo,abacaxi,frutiferas,?,N,AC,grande
'manejo de irrigacao',solo,?,?,?,S,RS,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,latossolo,NE,PE,grande
adubacao,solo,?,?,?,NE,BA,grande
?,?,pimenta,olericulturas,?,N,AC,grande
irrigacao,planta,?,?,?,SE,RJ,grande
'irrigacao por microaspersao','engenharia agricola',banana,frutiferas,?,NE,MA,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,grande
'manejo de agua','engenharia agricola',?,?,?,N,PA,grande
'adubacao organica',planta,banana,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',coco,frutiferas,?,NE,BA,grande
manejo,solo,banana,frutiferas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
'plantio direto','sistemas de producao',soja,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,SE,MG,grande
adubacao,solo,?,?,?,CO,DF,grande
'manejo de agua','engenharia agricola',?,?,?,N,TO,grande
irrigacao,planta,?,?,latossolo,NE,BA,grande
manejo,solo,?,?,?,NE,CE,grande
manejo,solo,?,?,?,N,AM,grande
manejo,solo,cafe,'base alimentar e commodities',?,N,AC,grande
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,planta,?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,SE,SP,grande
'manejo da cultura',planta,melao,frutiferas,?,S,RS,grande
irrigacao,'engenharia agricola',?,?,?,CO,MT,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,SE,MG,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,CO,MS,grande
irrigacao,'engenharia agricola',?,?,?,CO,MS,grande
irrigacao,solo,?,?,?,NE,AL,grande
'manejo dos recursos hidricos','engenharia agricola',?,?,?,SE,RJ,grande
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,SE,MG,grande
manejo,solo,beterraba,olericulturas,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
'manejo dos recursos hidricos','engenharia agricola',?,?,?,SE,MG,grande
irrigacao,planta,banana,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,grande
'sistema convencional','sistemas de producao',arroz,'base alimentar e commodities',?,CO,GO,grande
'manejo da cultura',planta,?,?,?,S,RS,grande
germoplasma,'melhoramento genetico',pitanga,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,grande
irrigacao,planta,uva,frutiferas,?,NE,BA,grande
'manejo de agua','engenharia agricola',?,?,?,N,TO,grande
manejo,solo,melao,frutiferas,?,NE,CE,grande
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',goiaba,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,grande
adubacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,grande
geoprocessamento,geotecnologias,?,?,?,S,PR,grande
'manejo de irrigacao',planta,?,?,?,NE,PI,grande
manejo,solo,?,?,?,NE,CE,grande
geoprocessamento,geotecnologias,?,?,?,SE,ES,grande
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,grande
irrigacao,planta,?,?,?,SE,RJ,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,PE,grande
manejo,solo,?,?,argissolo,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,grande
adubacao,planta,milho,'base alimentar e commodities',?,NE,CE,grande
manejo,solo,?,?,latossolo,NE,PE,grande
adubacao,solo,banana,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,planta,maca,frutiferas,?,S,RS,grande
'plantio direto',solo,arroz,'base alimentar e commodities',latossolo,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
'plantio direto',solo,batata,'base alimentar e commodities',latossolo,CO,MT,grande
irrigacao,solo,milho,'base alimentar e commodities',?,NE,PE,grande
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,grande
manejo,solo,?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,solo,cafe,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',abacate,frutiferas,?,SE,MG,grande
'plantio direto',solo,?,?,latossolo,NE,PI,grande
irrigacao,planta,?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,RN,grande
manejo,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,SE,grande
adubacao,solo,arroz,'base alimentar e commodities',?,S,RS,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,S,RS,grande
manejo,solo,?,?,?,N,PA,grande
irrigacao,planta,?,?,?,CO,MT,grande
manejo,solo,cenoura,olericulturas,?,NE,CE,grande
irrigacao,'engenharia agricola',amendoim,extrativas,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,CO,MS,grande
manejo,solo,melao,frutiferas,?,N,PA,grande
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,planta,trigo,'base alimentar e commodities',?,CO,DF,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',latossolo,NE,BA,grande
'plantio direto','sistemas de producao',milho,'base alimentar e commodities',latossolo,CO,MT,grande
genotipo,'melhoramento genetico',mamona,extrativas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
'plantio direto',solo,?,?,latossolo,NE,PI,grande
irrigacao,planta,?,?,?,CO,MT,grande
irrigacao,planta,banana,frutiferas,?,CO,MT,grande
irrigacao,'engenharia agricola',abacate,frutiferas,?,NE,PB,grande
irrigacao,solo,tomate,olericulturas,?,SE,MG,grande
irrigacao,solo,?,?,?,N,PA,grande
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,SE,MG,grande
agrotoxico,'controle fitossanitario',uva,frutiferas,?,SE,SP,grande
irrigacao,'engenharia agricola',?,?,?,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
adubacao,planta,banana,frutiferas,?,NE,BA,grande
biofertilizante,planta,?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,CO,GO,grande
manejo,solo,banana,frutiferas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,planta,banana,frutiferas,?,SE,MG,grande
'manejo organico',solo,milho,'base alimentar e commodities',?,NE,CE,grande
'manejo de irrigacao',solo,?,?,?,SE,RJ,grande
irrigacao,solo,?,?,?,NE,AL,grande
'manejo de irrigacao',solo,?,?,?,S,PR,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
'manejo de irrigacao',solo,?,?,?,SE,MG,grande
manejo,solo,seringueira,extrativas,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,S,RS,grande
manejo,solo,melancia,frutiferas,?,NE,PI,grande
'plantio direto','sistemas de producao',?,?,latossolo,CO,GO,grande
irrigacao,solo,?,?,?,NE,PB,grande
'sistema convencional','sistemas de producao',arroz,'base alimentar e commodities',?,SE,MG,grande
irrigacao,planta,?,?,?,CO,GO,grande
manejo,solo,banana,frutiferas,?,N,AC,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PE,grande
irrigacao,planta,?,?,?,SE,MG,grande
irrigacao,planta,tomate,olericulturas,?,S,SC,grande
manejo,solo,?,?,?,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,CO,MS,grande
secagem,'engenharia agricola',arroz,'base alimentar e commodities',?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',soja,'base alimentar e commodities',?,S,RS,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PB,grande
irrigacao,planta,?,?,?,S,PR,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,grande
manejo,solo,?,?,?,N,RR,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
'manejo do ambiente',planta,?,?,?,CO,MS,grande
'manejo do solo',?,?,?,?,SE,MG,grande
manejo,solo,?,?,?,N,PA,grande
irrigacao,'engenharia agricola',coco,frutiferas,?,NE,BA,grande
irrigacao,solo,abacate,frutiferas,?,NE,MA,grande
irrigacao,planta,?,?,?,CO,MS,grande
irrigacao,planta,soja,'base alimentar e commodities',?,S,RS,grande
irrigacao,solo,uva,frutiferas,?,S,RS,grande
'plantio direto','sistemas de producao',?,?,latossolo,NE,PI,grande
irrigacao,'engenharia agricola',melancia,frutiferas,?,N,RR,grande
irrigacao,planta,?,?,?,NE,PE,grande
'manejo de irrigacao',solo,?,?,?,NE,PI,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,MA,grande
irrigacao,solo,?,?,?,CO,MS,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,planta,?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,goiaba,frutiferas,?,NE,PE,grande
irrigacao,solo,mandioca,'base alimentar e commodities',latossolo,NE,BA,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,grande
'manejo de irrigacao',solo,?,?,?,SE,MG,grande
biofertilizante,solo,?,?,?,N,PA,grande
irrigacao,'engenharia agricola',?,?,?,SE,ES,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PI,grande
adubacao,planta,arroz,'base alimentar e commodities',?,CO,GO,grande
manejo,solo,?,?,latossolo,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PI,grande
'manejo de irrigacao',planta,cevada,extrativas,?,N,AM,grande
manejo,solo,?,?,?,SE,RJ,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PE,grande
manejo,solo,melao,frutiferas,?,NE,RN,grande
irrigacao,planta,?,?,?,CO,GO,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,grande
manejo,solo,?,?,latossolo,NE,PI,grande
irrigacao,'engenharia agricola',amendoim,extrativas,?,NE,PE,grande
secagem,'engenharia agricola',arroz,'base alimentar e commodities',?,CO,GO,grande
manejo,solo,?,?,latossolo,CO,GO,grande
irrigacao,'engenharia agricola',?,?,?,CO,DF,grande
irrigacao,solo,?,?,?,NE,MA,grande
manejo,solo,banana,frutiferas,?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
agroecossistema,'sistemas de producao',?,?,?,S,RS,grande
'manejo de agua','engenharia agricola',?,?,?,SE,MG,grande
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,CO,MS,grande
?,?,goiaba,frutiferas,?,SE,MG,grande
manejo,solo,?,?,organossolo,CO,DF,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,PE,grande
manejo,solo,soja,'base alimentar e commodities',?,NE,BA,grande
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,grande
irrigacao,planta,?,?,neossolo,NE,PI,grande
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,N,PA,grande
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,grande
manejo,solo,?,?,?,SE,RJ,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PB,grande
'manejo de irrigacao','engenharia agricola',?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
'manejo de agua','engenharia agricola',?,?,?,SE,SP,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
'manejo da cultura',planta,melao,frutiferas,?,S,SC,grande
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,grande
irrigacao,solo,?,?,?,NE,PE,grande
manejo,solo,uva,frutiferas,?,N,PA,grande
irrigacao,'engenharia agricola',abacate,frutiferas,?,SE,MG,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
manejo,solo,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,MA,grande
irrigacao,planta,?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',abacaxi,frutiferas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,SE,SP,grande
agrotoxico,'controle fitossanitario',uva,frutiferas,?,N,TO,grande
geoprocessamento,geotecnologias,?,?,?,SE,SP,grande
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,NE,PE,grande
irrigacao,planta,?,?,?,SE,MG,grande
geoprocessamento,geotecnologias,?,?,?,SE,SP,grande
irrigacao,planta,?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,S,RS,grande
?,?,pimenta,olericulturas,?,N,AC,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,S,RS,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',maca,frutiferas,?,S,RS,grande
manejo,solo,?,?,?,CO,MS,grande
'plantio direto','sistemas de producao',soja,'base alimentar e commodities',?,CO,MS,grande
?,?,?,?,neossolo,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,SE,MG,grande
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
'manejo de irrigacao',solo,?,?,?,SE,RJ,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,grande
'plantio direto','sistemas de producao',?,?,latossolo,CO,GO,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PI,grande
'manejo de irrigacao',solo,?,?,?,S,RS,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,grande
'manejo do ambiente',planta,pimentao,olericulturas,?,N,AM,grande
irrigacao,planta,?,?,?,NE,BA,grande
'manejo de irrigacao',planta,?,?,?,NE,CE,grande
'manejo de agua','engenharia agricola',uva,frutiferas,?,SE,MG,grande
irrigacao,solo,?,?,?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
'manejo de irrigacao',solo,?,?,?,S,RS,grande
'manejo dos recursos hidricos','engenharia agricola',?,?,?,SE,MG,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',latossolo,SE,MG,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,S,PR,grande
irrigacao,'engenharia agricola',melancia,frutiferas,?,N,RR,grande
irrigacao,planta,tomate,olericulturas,?,SE,ES,grande
irrigacao,planta,melao,frutiferas,?,NE,PE,grande
irrigacao,planta,?,?,?,CO,MS,grande
manejo,solo,?,?,?,S,RS,grande
irrigacao,'engenharia agricola',?,?,?,CO,GO,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,SE,MG,grande
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,CO,MT,grande
irrigacao,'engenharia agricola',?,?,?,SE,ES,grande
irrigacao,'engenharia agricola',?,?,?,CO,MS,grande
irrigacao,planta,?,?,?,NE,AL,grande
'manejo de agua','engenharia agricola',?,?,?,N,TO,grande
manejo,solo,pimentao,olericulturas,?,N,AM,grande
manejo,solo,?,?,?,SE,RJ,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,S,SC,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
'irrigacao por gotejamento','engenharia agricola',melancia,frutiferas,?,NE,PI,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,CO,MT,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
'manejo de agua','engenharia agricola',?,?,?,SE,MG,grande
'plantio direto',solo,soja,'base alimentar e commodities',?,CO,MS,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,CO,MS,grande
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
'manejo de irrigacao',solo,banana,frutiferas,?,SE,MG,grande
manejo,solo,?,?,?,NE,PE,grande
'manejo de irrigacao',planta,?,?,?,SE,RJ,grande
manejo,solo,?,?,?,S,PR,grande
'plantio direto',solo,?,?,latossolo,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,grande
irrigacao,planta,?,?,?,NE,MA,grande
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,grande
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,SE,MG,grande
manejo,solo,melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,solo,?,?,?,NE,PB,grande
manejo,solo,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,CO,MS,grande
'manejo de irrigacao',solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,SE,MG,grande
manejo,solo,?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,SE,grande
'irrigacao por microaspersao','engenharia agricola',?,?,?,NE,BA,grande
'sistema convencional','sistemas de producao',arroz,'base alimentar e commodities',?,CO,GO,grande
irrigacao,'engenharia agricola',?,?,?,SE,MG,grande
irrigacao,planta,?,?,?,NE,PI,grande
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,grande
manejo,solo,melancia,frutiferas,?,NE,PI,grande
biofertilizante,solo,?,?,?,S,SC,grande
?,?,sorgo,'base alimentar e commodities',?,SE,MG,grande
irrigacao,planta,?,?,?,NE,PB,grande
