tecnologia,tecnologiaClasse,cultura,culturaClasse,solo,regiao,uf,escala
'irrigacao por gotejamento','engenharia agricola',melancia,frutiferas,?,NE,PI,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
irrigacao,planta,abacaxi,frutiferas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',abacaxi,frutiferas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',abacaxi,frutiferas,latossolo,NE,BA,grande
irrigacao,solo,mandioca,'base alimentar e commodities',latossolo,NE,BA,grande
irrigacao,planta,mandioca,'base alimentar e commodities',latossolo,NE,BA,grande
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',latossolo,NE,BA,grande
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',latossolo,NE,BA,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
'manejo do solo',?,nogueira,frutiferas,argissolo,NE,AL,grande
manejo,solo,cana-de-acucar,'base alimentar e commodities',argissolo,NE,AL,grande
manejo,solo,nogueira,frutiferas,argissolo,NE,AL,grande
irrigacao,planta,uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
adubacao,solo,uva,frutiferas,?,NE,BA,grande
adubacao,planta,uva,frutiferas,?,NE,BA,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,grande
irrigacao,planta,banana,frutiferas,?,NE,PI,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PI,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,PI,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,BA,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,amendoim,extrativas,?,NE,PE,grande
irrigacao,'engenharia agricola',amendoim,extrativas,?,NE,PE,grande
irrigacao,'engenharia agricola',amendoim,extrativas,?,NE,PE,grande
manejo,solo,?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
'adubacao organica',solo,?,?,?,NE,PE,grande
'adubacao organica',planta,?,?,?,NE,PE,grande
adubacao,solo,?,?,?,NE,PE,grande
adubacao,planta,?,?,?,NE,PE,grande
irrigacao,planta,pitanga,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',pitanga,frutiferas,?,NE,PE,grande
germoplasma,'melhoramento genetico',pitanga,frutiferas,?,NE,PE,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
'agricultura de precisao','agricultura de precisao',?,?,latossolo,NE,PE,grande
'agricultura de precisao',geotecnologias,?,?,latossolo,NE,PE,grande
'agricultura de precisao',planta,?,?,latossolo,NE,PE,grande
'manejo do solo',?,?,?,latossolo,NE,PE,grande
manejo,solo,?,?,latossolo,NE,PE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,AL,grande
irrigacao,planta,?,?,?,NE,AL,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,planta,banana,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',banana,frutiferas,?,NE,BA,grande
'adubacao organica',solo,banana,frutiferas,?,NE,BA,grande
'adubacao organica',planta,banana,frutiferas,?,NE,BA,grande
adubacao,solo,banana,frutiferas,?,NE,BA,grande
adubacao,planta,banana,frutiferas,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
manejo,solo,?,?,?,NE,CE,grande
'manejo de irrigacao',solo,?,?,?,NE,CE,grande
'manejo de irrigacao',solo,?,?,?,NE,CE,grande
'manejo de irrigacao',planta,?,?,?,NE,CE,grande
'manejo de irrigacao','engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,uva,frutiferas,?,NE,PB,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PB,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PB,grande
irrigacao,solo,uva,frutiferas,?,NE,PE,grande
irrigacao,planta,uva,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,PE,grande
irrigacao,solo,uva,frutiferas,?,NE,MA,grande
irrigacao,planta,uva,frutiferas,?,NE,MA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,MA,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,solo,?,?,?,NE,AL,grande
irrigacao,planta,?,?,?,NE,AL,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,planta,?,?,neossolo,NE,PE,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,grande
manejo,solo,?,?,?,NE,PE,grande
manejo,solo,?,?,?,NE,RN,grande
irrigacao,planta,manga,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,grande
irrigacao,planta,manga,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,grande
irrigacao,planta,melancia,frutiferas,?,NE,CE,grande
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,CE,grande
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,CE,grande
irrigacao,solo,?,?,?,NE,SE,grande
irrigacao,planta,?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
manejo,solo,?,?,?,NE,SE,grande
irrigacao,planta,melancia,frutiferas,?,NE,PI,grande
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,PI,grande
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,PI,grande
manejo,solo,melancia,frutiferas,?,NE,PI,grande
'irrigacao por gotejamento','engenharia agricola',melancia,frutiferas,?,NE,PI,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
agrotoxico,'controle fitossanitario',uva,frutiferas,?,NE,PE,grande
agrotoxico,'controle fitossanitario',uva,frutiferas,?,NE,MA,grande
manejo,solo,uva,frutiferas,?,NE,PB,grande
manejo,solo,uva,frutiferas,?,NE,PE,grande
manejo,solo,uva,frutiferas,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,BA,grande
'manejo de irrigacao',solo,?,?,?,NE,BA,grande
'manejo de irrigacao',solo,?,?,?,NE,BA,grande
'manejo de irrigacao',planta,?,?,?,NE,BA,grande
'manejo de irrigacao','engenharia agricola',?,?,?,NE,BA,grande
irrigacao,solo,?,?,?,NE,AL,grande
irrigacao,planta,?,?,?,NE,AL,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,'engenharia agricola',?,?,?,NE,AL,grande
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,PB,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PB,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PB,grande
irrigacao,solo,cafe,'base alimentar e commodities',?,NE,PE,grande
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,PE,grande
irrigacao,solo,cafe,'base alimentar e commodities',?,NE,MA,grande
irrigacao,planta,cafe,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,NE,MA,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
manejo,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,BA,grande
'manejo de irrigacao',solo,?,?,?,NE,BA,grande
'manejo de irrigacao',solo,?,?,?,NE,BA,grande
'manejo de irrigacao',planta,?,?,?,NE,BA,grande
'manejo de irrigacao','engenharia agricola',?,?,?,NE,BA,grande
'irrigacao por microaspersao','engenharia agricola',?,?,?,NE,BA,grande
'irrigacao por microaspersao','engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PB,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PB,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PB,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,PE,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,PE,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
'manejo de agua','engenharia agricola',?,?,?,NE,PE,grande
'manejo de agua','engenharia agricola',?,?,?,NE,MA,grande
irrigacao,solo,?,?,?,NE,PB,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,MA,grande
manejo,solo,manga,frutiferas,?,NE,BA,grande
irrigacao,planta,coco,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',coco,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',coco,frutiferas,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
manejo,solo,?,?,?,NE,CE,grande
'manejo de irrigacao',solo,?,?,?,NE,CE,grande
'manejo de irrigacao',solo,?,?,?,NE,CE,grande
'manejo de irrigacao',planta,?,?,?,NE,CE,grande
'manejo de irrigacao','engenharia agricola',?,?,?,NE,CE,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,BA,grande
irrigacao,planta,uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,maca,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',maca,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',maca,frutiferas,?,NE,BA,grande
adubacao,solo,maca,frutiferas,?,NE,BA,grande
adubacao,planta,maca,frutiferas,?,NE,BA,grande
irrigacao,solo,uva,frutiferas,?,NE,BA,grande
irrigacao,planta,uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
manejo,solo,uva,frutiferas,?,NE,BA,grande
irrigacao,planta,?,?,neossolo,NE,PI,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PI,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PI,grande
adubacao,solo,?,?,neossolo,NE,PI,grande
adubacao,planta,?,?,neossolo,NE,PI,grande
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,BA,grande
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,grande
adubacao,solo,?,?,?,NE,PE,grande
adubacao,planta,?,?,?,NE,PE,grande
irrigacao,planta,maca,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',maca,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',maca,frutiferas,?,NE,BA,grande
adubacao,solo,maca,frutiferas,?,NE,BA,grande
adubacao,planta,maca,frutiferas,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,SE,grande
irrigacao,planta,?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
irrigacao,'engenharia agricola',?,?,?,NE,SE,grande
manejo,solo,?,?,?,NE,SE,grande
irrigacao,planta,?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
manejo,solo,?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
manejo,solo,?,?,?,NE,PE,grande
irrigacao,planta,mamona,extrativas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',mamona,extrativas,latossolo,NE,BA,grande
irrigacao,'engenharia agricola',mamona,extrativas,latossolo,NE,BA,grande
genotipo,'melhoramento genetico',mamona,extrativas,latossolo,NE,BA,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,planta,?,?,neossolo,NE,PE,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,grande
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,BA,grande
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,grande
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,MA,grande
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,grande
manejo,solo,seringueira,extrativas,?,NE,PB,grande
irrigacao,planta,?,?,neossolo,NE,PI,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PI,grande
irrigacao,'engenharia agricola',?,?,neossolo,NE,PI,grande
adubacao,solo,?,?,neossolo,NE,PI,grande
adubacao,planta,?,?,neossolo,NE,PI,grande
?,?,cana-de-acucar,'base alimentar e commodities',?,NE,BA,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PI,grande
manejo,solo,?,?,?,NE,PI,grande
'manejo de irrigacao',solo,?,?,?,NE,PI,grande
'manejo de irrigacao',solo,?,?,?,NE,PI,grande
'manejo de irrigacao',planta,?,?,?,NE,PI,grande
'manejo de irrigacao','engenharia agricola',?,?,?,NE,PI,grande
irrigacao,planta,?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,'engenharia agricola',?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
adubacao,solo,?,?,?,NE,PE,grande
adubacao,planta,?,?,?,NE,PE,grande
manejo,solo,?,?,?,NE,CE,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PB,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,grande
irrigacao,solo,milho,'base alimentar e commodities',?,NE,PE,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PE,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PE,grande
irrigacao,solo,milho,'base alimentar e commodities',?,NE,RN,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,RN,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,RN,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,RN,grande
irrigacao,solo,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,grande
?,?,nogueira,frutiferas,?,NE,BA,grande
?,?,nogueira,frutiferas,?,NE,MA,grande
manejo,solo,?,?,?,NE,CE,grande
biofertilizante,solo,?,?,?,NE,CE,grande
biofertilizante,solo,?,?,?,NE,CE,grande
biofertilizante,planta,?,?,?,NE,CE,grande
irrigacao,planta,uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
adubacao,solo,uva,frutiferas,?,NE,BA,grande
adubacao,planta,uva,frutiferas,?,NE,BA,grande
manejo,solo,?,?,?,NE,CE,grande
biofertilizante,solo,?,?,?,NE,CE,grande
biofertilizante,solo,?,?,?,NE,CE,grande
biofertilizante,planta,?,?,?,NE,CE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,planta,melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
irrigacao,'engenharia agricola',?,?,?,NE,BA,grande
manejo,solo,?,?,?,NE,BA,grande
irrigacao,planta,?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,'engenharia agricola',?,?,?,NE,PB,grande
irrigacao,solo,?,?,?,NE,PE,grande
irrigacao,planta,?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,'engenharia agricola',?,?,?,NE,PE,grande
irrigacao,solo,?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,'engenharia agricola',?,?,?,NE,MA,grande
irrigacao,planta,?,?,?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PI,grande
irrigacao,'engenharia agricola',?,?,?,NE,PI,grande
manejo,solo,?,?,?,NE,CE,grande
irrigacao,solo,uva,frutiferas,?,NE,BA,grande
irrigacao,planta,uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,grande
manejo,solo,uva,frutiferas,?,NE,BA,grande
irrigacao,planta,melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
irrigacao,'engenharia agricola',melao,frutiferas,?,NE,PE,grande
